id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
sm5-78,Alolan Diglett,Pokémon,50,,1,78,Naoyo Kimura,Common
ex11-77,Meowth,Pokémon,50,,1,77,Hiroki Fuchino,Common
sm11-75,Alolan Marowak,Pokémon,120,Cubone,2,75,Masakazu Fukuda,Rare
dp6-78,Unown U,Pokémon,50,,1,78,Kent Kanetsuna,Uncommon
xy5-82,Trapinch,Pokémon,60,,1,82,Suwama Chiaki,Common
sm3-76,Lycanroc,Pokémon,110,Rockruff,2,76,Masakazu Fukuda,Rare
pl4-81,Wingull,Pokémon,50,,1,81,Naoyo Kimura,Common
xy12-75,Charizard Spirit Link,Trainer,,,,75,5ban Graphics,Uncommon
xy4-73,Zweilous,Pokémon,90,Deino,2,73,Kagemaru Himeno,Uncommon
sm35-69,Double Colorless Energy,Energy,,,,69,,Uncommon
ex6-76,Ponyta,Pokémon,50,,1,76,Ken Sugimori,Common
ex8-78,Surskit,Pokémon,50,,1,78,Mitsuhiro Arita,Common
bw10-86,Reversal Trigger,Trainer,,,,86,5ban Graphics,Uncommon
swsh3-74,Gothorita,Pokémon,80,Gothita,2,74,sowsow,Uncommon
ex3-80,Treecko,Pokémon,50,,1,80,Hajime Kusajima,Common
smp-SM72,Alolan Raichu,Pokémon,110,Pikachu,2,SM72,Akira Komayama,Promo
ecard2-54,Marowak,Pokémon,70,Cubone,1,54,Kagemaru Himeno,Uncommon
ex4-81,Team Magma Belt,Trainer,,,,81,Mitsuhiro Arita,Uncommon
ex11-78,Ponyta,Pokémon,50,,1,78,Naoyo Kimura,Common
sm6-74,Diancie ◇,Pokémon,120,,2,74,kawayoo,Rare Prism Star
xy7-80,Sceptile Spirit Link,Trainer,,,,80,5ban Graphics,Uncommon
sm12-80,Ralts,Pokémon,60,,1,80,Atsuko Nishida,Common
sm4-71,Jigglypuff,Pokémon,60,,1,71,You Iribi,Common
ex12-83,Arcanine ex,Pokémon,120,Growlithe,2,83,Hikaru Koike,Rare Holo EX
swsh4-76,Whimsicott,Pokémon,90,Cottonee,,76,Naoyo Kimura,Rare
dp5-78,Turtwig,Pokémon,60,,2,78,Naoyo Kimura,Common
bw8-79,Timburr,Pokémon,70,,2,79,Kagemaru Himeno,Common
bw1-78,Patrat,Pokémon,60,,1,78,Masakazu Fukuda,Common
sm7-81,Groudon,Pokémon,130,,4,81,Masakazu Fukuda,Rare Holo
dp6-79,Unown V,Pokémon,60,,1,79,Kent Kanetsuna,Uncommon
ex1-70,Skitty,Pokémon,40,,1,70,Ken Sugimori,Common
xy3-68,Pangoro,Pokémon,120,Pancham,3,68,5ban Graphics,Rare
swsh4-77,Dedenne,Pokémon,70,,1,77,Yuka Morii,Common
swsh2-76,Natu,Pokémon,60,,1,76,Naoyo Kimura,Common
base1-82,Full Heal,Trainer,,,,82,Keiji Kinebuchi,Uncommon
sm3-77,Mudbray,Pokémon,80,,2,77,Saya Tsuruta,Common
sm5-80,Magnemite,Pokémon,60,,1,80,MAHOU,Common
bw2-73,Ferrothorn,Pokémon,90,Ferroseed,3,73,Masakazu Fukuda,Uncommon
sm2-77,Minior,Pokémon,70,,1,77,Naoki Saito,Rare Holo
sm75-77,Switch Raft,Trainer,,,,77,Yoshinobu Saito,Rare Secret
bwp-BW70,Virizion,Pokémon,100,,1,BW70,5ban Graphics,Promo
sm8-77,Flaaffy,Pokémon,80,Mareep,1,77,Mizue,Uncommon
swsh1-81,Galarian Ponyta,Pokémon,70,,1,81,Saya Tsuruta,Common
bw11-84,Terrakion,Pokémon,130,,4,84,Shigenori Negishi,Rare Holo
smp-SM74,Regirock,Pokémon,130,,3,SM74,kawayoo,Promo
xy11-83,Druddigon,Pokémon,120,,2,83,kawayoo,Rare
ex5-73,Snorunt,Pokémon,50,,1,73,Midori Harada,Common
sma-SV75,Gardevoir-GX,Pokémon,230,Kirlia,2,SV75,5ban Graphics,Rare Shiny GX
bw5-75,Klink,Pokémon,60,,3,75,Midori Harada,Common
xy6-78,Pidove,Pokémon,60,,1,78,kirisAki,Common
ex11-80,Porygon,Pokémon,50,,1,80,Hisao Nakamura,Common
sm12-82,Gallade,Pokémon,160,Kirlia,2,82,Misa Tsutsui,Rare Holo
ecard3-48,Cleffa,Pokémon,30,Clefairy,1,48,Miki Tanaka,Common
ex6-78,Seel,Pokémon,50,,1,78,Toshinao Aoki,Common
sm3-78,Mudsdale,Pokémon,130,Mudbray,3,78,TOKIYA,Rare
base4-81,Metapod,Pokémon,70,Caterpie,2,81,Ken Sugimori,Common
xy1-83,Honedge,Pokémon,60,,2,83,5ban Graphics,Common
sm1-78,Alolan Meowth,Pokémon,70,,1,78,Kagemaru Himeno,Common
xy5-80,Medicham,Pokémon,100,Meditite,2,80,Akira Komayama,Rare Holo
gym1-81,Lt. Surge's Pikachu,Pokémon,50,,1,81,Ken Sugimori,Common
sm4-69,Escavalier,Pokémon,120,Karrablast,2,69,Kagemaru Himeno,Rare
xy11-81,Xerneas,Pokémon,130,,2,81,Megumi Mizutani,Rare Holo
sm8-75,Mareep,Pokémon,50,,1,75,Midori Harada,Common
sm75-75,Dragon Talon,Trainer,,,,75,Toyste Beach,Rare Secret
pl4-80,Wingull,Pokémon,40,,1,80,Kyoko Umemoto,Common
base5-75,Digger,Trainer,,,,75,Sumiyoshi Kizuki,Uncommon
ex13-79,Pikachu δ,Pokémon,50,,1,79,Atsuko Nishida,Common
neo1-72,Shuckle,Pokémon,50,,1,72,Ken Sugimori,Common
hgss1-85,Sunkern,Pokémon,40,,1,85,Yuka Morii,Common
sm10-69,Haunter,Pokémon,70,Gastly,1,69,Miki Tanaka,Uncommon
ex14-75,Crystal Beach,Trainer,,,,75,Shizurow,Uncommon
ex8-77,Staryu,Pokémon,50,,1,77,Yukiko Baba,Common
bw9-79,Steelix,Pokémon,150,Onix,4,79,5ban Graphics,Rare
hgss2-79,Life Herb,Trainer,,,,79,Hideaki Hakozaki,Uncommon
ex10-78,Totodile,Pokémon,50,,1,78,Masakazu Fukuda,Common
bw5-72,Bisharp,Pokémon,90,Pawniard,1,72,Masakazu Fukuda,Rare
sm1-75,Palossand,Pokémon,130,Sandygast,4,75,Kouki Saitou,Rare
pl2-76,Quagsire GL,Pokémon,90,,2,76,Midori Harada,Common
xy7-79,Paint Roller,Trainer,,,,79,Toyste Beach,Uncommon
pl3-74,Numel,Pokémon,70,,2,74,Kagemaru Himeno,Uncommon
dp6-77,Unown R,Pokémon,60,,1,77,Kent Kanetsuna,Uncommon
pl1-79,Lapras,Pokémon,80,,2,79,Mitsuhiro Arita,Common
bw3-73,Terrakion,Pokémon,130,,4,73,5ban Graphics,Rare Holo
xy1-80,Skarmory-EX,Pokémon,170,,1,80,Eske Yoshinob,Rare Holo EX
hgss1-86,Totodile,Pokémon,60,,1,86,kawayoo,Common
ex14-76,Crystal Shard,Trainer,,,,76,Takumi Akabane,Uncommon
xyp-XY72,Latios-EX,Pokémon,170,,2,XY72,Ayaka Yoshida,Promo
bw3-74,Landorus,Pokémon,110,,1,74,5ban Graphics,Rare Holo
bw1-77,Patrat,Pokémon,50,,1,77,Kagemaru Himeno,Common
base4-79,Magnemite,Pokémon,40,,1,79,Keiji Kinebuchi,Common
ex2-72,Pikachu,Pokémon,50,,1,72,Mitsuhiro Arita,Common
xy9-71,Pancham,Pokémon,60,,2,71,MAHOU,Common
gym2-84,Lt. Surge's Pikachu,Pokémon,40,,,84,Atsuko Nishida,Common
xy6-77,Shaymin-EX,Pokémon,110,,1,77,Ayaka Yoshida,Rare Holo EX
base6-74,Eevee,Pokémon,50,,1,74,Kagemaru Himeno,Common
sm10-70,Gengar,Pokémon,130,Haunter,,70,so-taro,Rare
xy1-81,Pawniard,Pokémon,60,,1,81,Midori Harada,Common
xy2-90,Lysandre,Trainer,,,,90,Ken Sugimori,Uncommon
xy3-67,Scrafty,Pokémon,90,Scraggy,2,67,match,Uncommon
smp-SM73,Salazzle,Pokémon,110,Salandit,1,SM73,Shin Nagasawa,Promo
swsh3-75,Gothitelle,Pokémon,140,Gothorita,2,75,Eri Yamaki,Rare
g1-68,Pokémon Center Lady,Trainer,,,,68,Maiko Fujiwara,Uncommon
dp4-74,Koffing,Pokémon,60,,2,74,Lee HyunJung,Common
bw3-75,Pawniard,Pokémon,60,,1,75,Mitsuhiro Arita,Common
xy1-82,Bisharp,Pokémon,90,Pawniard,2,82,Hitoshi Ariga,Rare
bw10-87,Root Fossil Lileep,Trainer,,,,87,5ban Graphics,Uncommon
dp3-86,Duskull,Pokémon,50,,1,86,Hiroki Fuchino,Common
dp7-73,Skorupi,Pokémon,60,,2,73,Sachiko Adachi,Common
neo1-74,Snubbull,Pokémon,50,,1,74,Mitsuhiro Arita,Common
sma-SV74,Stakataka-GX,Pokémon,180,,3,SV74,5ban Graphics,Rare Shiny GX
ecard1-73,Charmeleon,Pokémon,80,Charmander,1,73,Tomokazu Komiya,Uncommon
base4-80,Meowth,Pokémon,50,,1,80,Mitsuhiro Arita,Common
sm11-76,Jynx,Pokémon,80,,1,76,sowsow,Uncommon
xy10-77,Snorlax,Pokémon,140,,4,77,Tomokazu Komiya,Rare
ex10-80,Curse Powder,Trainer,,,,80,Ryo Ueda,Uncommon
bw7-82,Makuhita,Pokémon,70,,2,82,Ken Sugimori,Common
sm12-81,Kirlia,Pokémon,80,Ralts,1,81,sowsow,Uncommon
ex16-73,Energy Recycle System,Trainer,,,,73,Zu-Ka,Uncommon
ex14-77,Double Full Heal,Trainer,,,,77,Ryo Ueda,Uncommon
pl3-76,Plusle,Pokémon,60,,1,76,Yuka Morii,Uncommon
neo4-81,Seel,Pokémon,50,,1,81,Masako Yamashita,Common
xy6-77a,Shaymin-EX,Pokémon,110,,1,77a,TOKIYA,Rare Ultra
sm9-84,Alolan Muk,Pokémon,120,Alolan Grimer,3,84,Midori Harada,Rare
ex13-81,Psyduck δ,Pokémon,50,,1,81,Hajime Kusajima,Common
ex8-79,Swablu,Pokémon,40,,1,79,Kyoko Umemoto,Common
base5-78,Goop Gas Attack,Trainer,,,,78,Sumiyoshi Kizuki,Common
bw10-89,Silver Mirror,Trainer,,,,89,5ban Graphics,Uncommon
swsh3-76,Golett,Pokémon,90,,3,76,Ryuta Fuse,Common
xy8-77,Cubone,Pokémon,70,,2,77,Sumiyoshi Kizuki,Common
hgss1-84,Staryu,Pokémon,50,,1,84,Kagemaru Himeno,Common
sm8-74,Lanturn,Pokémon,110,Chinchou,2,74,Ken Sugimori,Rare
ex11-76,Marill,Pokémon,50,,1,76,Midori Harada,Common
xy2-88a,Blacksmith,Trainer,,,,88a,Masakazu Fukuda,Rare Ultra
sm7-79,Claydol,Pokémon,110,Baltoy,2,79,Yumi,Rare
base6-73,Drowzee,Pokémon,50,,1,73,Kagemaru Himeno,Common
base1-80,Defender,Trainer,,,,80,Keiji Kinebuchi,Uncommon
xy10-75,Kangaskhan,Pokémon,120,,3,75,Masakazu Fukuda,Uncommon
ecard3-45,Wobbuffet,Pokémon,70,,2,45,Kagemaru Himeno,Uncommon
ecard1-71,Bayleef,Pokémon,70,Chikorita,1,71,Mitsuhiro Arita,Uncommon
sma-SV72,Scizor-GX,Pokémon,210,Scyther,1,SV72,5ban Graphics,Rare Shiny GX
sm12-79,Xatu,Pokémon,80,Natu,2,79,Anesaki Dynamic,Rare
ex3-79,Trapinch,Pokémon,50,,1,79,Ken Sugimori,Common
ex15-67,Totodile δ,Pokémon,40,,1,67,Hisao Nakamura,Common
xyp-XY71,Hoopa-EX,Pokémon,170,,2,XY71,Eske Yoshinob,Promo
bw8-77,Lucario,Pokémon,90,Riolu,1,77,Ken Sugimori,Uncommon
ex9-78,Lum Berry,Trainer,,,,78,Kazuo Yazawa,Uncommon
sm2-75,Mudbray,Pokémon,80,,2,75,Kouki Saitou,Common
dp2-72,Barboach,Pokémon,50,,1,72,Ken Sugimori,Common
base4-78,Machop,Pokémon,50,,1,78,Mitsuhiro Arita,Common
neo2-71,Wooper,Pokémon,50,,1,71,Yukiko Baba,Common
gym1-82,Lt. Surge's Rattata,Pokémon,40,,1,82,Ken Sugimori,Common
xy3-66,Scraggy,Pokémon,60,,2,66,Tomokazu Komiya,Common
xy4-72,Deino,Pokémon,50,,1,72,Shigenori Negishi,Common
bw11-83,Stunfisk,Pokémon,100,,3,83,Yuka Morii,Uncommon
ex15-68,Trapinch δ,Pokémon,40,,1,68,Midori Harada,Common
g1-67,Poké Ball,Trainer,,,,67,5ban Graphics,Uncommon
pl3-75,Pinsir,Pokémon,90,,2,75,Kouki Saitou,Uncommon
xy11-82,Xerneas BREAK,Pokémon,150,Xerneas,,82,5ban Graphics,Rare BREAK
bw5-73,Vullaby,Pokémon,60,,1,73,match,Uncommon
ex16-72,Drake's Stadium,Trainer,,,,72,Ryo Ueda,Uncommon
hgss1-87,Vulpix,Pokémon,50,,1,87,TOKIYA,Common
neo1-73,Slowpoke,Pokémon,50,,1,73,Tomokazu Komiya,Common
swsh1-80,Morpeko VMAX,Pokémon,300,Morpeko V,1,80,5ban Graphics,Rare Holo VMAX
sm75-76,Fiery Flint,Trainer,,,,76,Eske Yoshinob,Rare Secret
bw7-81,Gliscor,Pokémon,100,Gligar,1,81,Kouki Saitou,Rare Holo
sm9-83,Alolan Grimer,Pokémon,70,,3,83,SATOSHI NAKAI,Common
ex7-78,Spinarak,Pokémon,50,,1,78,Yuka Morii,Common
dp7-72,Roselia,Pokémon,70,,1,72,Sumiyoshi Kizuki,Common
ex9-79,Mr. Stone's Project,Trainer,,,,79,Ken Sugimori,Uncommon
bw9-80,Mawile,Pokémon,70,,1,80,Mitsuhiro Arita,Uncommon
pl1-80,Lickitung,Pokémon,90,,3,80,Yuka Morii,Common
base5-76,Imposter Oak's Revenge,Trainer,,,,76,Ken Sugimori,Uncommon
bwp-BW69,Meloetta,Pokémon,80,,1,BW69,Shin Nagasawa,Promo
hgss4-77,Spoink,Pokémon,50,,1,77,Yukiko Baba,Common
hgss3-78,Team Rocket's Trickery,Trainer,,,,78,Takao Unno,Uncommon
bw2-72,Ferrothorn,Pokémon,90,Ferroseed,2,72,Shin Nagasawa,Rare
hgss2-80,PlusPower,Trainer,,,,80,Takashi Yamaguchi,Uncommon
sm7-80,Regirock,Pokémon,120,,3,80,Ayaka Yoshida,Rare
ex13-80,Poochyena,Pokémon,40,,1,80,Mitsuhiro Arita,Common
sm5-79,Alolan Dugtrio,Pokémon,60,Alolan Diglett,1,79,Megumi Mizutani,Uncommon
ex1-69,Shroomish,Pokémon,40,,1,69,Atsuko Nishida,Common
ex2-73,Psyduck,Pokémon,50,,1,73,Kouki Saitou,Common
ex6-77,Rattata,Pokémon,40,,1,77,Kyoko Umemoto,Common
sm6-75,Rockruff,Pokémon,70,,1,75,Tomokazu Komiya,Common
ex4-82,Team Magma Conspirator,Trainer,,,,82,Ken Sugimori,Uncommon
xyp-XY73,Rayquaza-EX,Pokémon,180,,2,XY73,PLANETA,Promo
bw4-85,Cinccino,Pokémon,90,Minccino,1,85,Kanako Eo,Rare Holo
sm4-72,Wigglytuff,Pokémon,120,Jigglypuff,2,72,0313,Rare
xy7-82,Dangerous Energy,Energy,,,,82,5ban Graphics,Uncommon
ecard3-47,Buried Fossil,Pokémon,30,,1,47,Atsuko Ujiie,Common
xy4-74,Hydreigon,Pokémon,140,Zweilous,3,74,5ban Graphics,Rare Holo
dp1-82,Gastly,Pokémon,50,,1,82,Kouki Saitou,Common
xy12-76,Devolution Spray,Trainer,,,,76,Keiji Kinebuchi,Uncommon
sm1-77,Alolan Raticate,Pokémon,120,Alolan Rattata,3,77,match,Uncommon
ex15-69,Trapinch δ,Pokémon,40,,1,69,Yukiko Baba,Common
hgss4-78,Swablu,Pokémon,40,,1,78,Ryo Ueda,Common
hgss2-81,Pokémon Circulator,Trainer,,,,81,Hideaki Hakozaki,Uncommon
xy8-76,Sandslash,Pokémon,90,Sandshrew,1,76,Naoki Saito,Uncommon
xy2-91,Magnetic Storm,Trainer,,,,91,Ryo Ueda,Uncommon
base6-75,Exeggcute,Pokémon,50,,1,75,Mitsuhiro Arita,Common
hgss1-88,Wooper,Pokémon,50,,1,88,match,Common
pl2-78,Seedot,Pokémon,40,,1,78,Miki Tanaka,Common
dp2-74,Bronzor,Pokémon,50,,1,74,Ken Sugimori,Common
dp5-79,Dawn Stadium,Trainer,,,,79,Ryo Ueda,Uncommon
pl4-82,Beginning Door,Trainer,,,,82,Ryo Ueda,Uncommon
bw9-81,Dratini,Pokémon,50,,1,81,Atsuko Nishida,Common
neo4-82,Slugma,Pokémon,50,,2,82,Ken Sugimori,Common
bw1-79,Watchog,Pokémon,90,Patrat,1,79,match,Uncommon
hgss2-82,Rare Candy,Trainer,,,,82,Noriko Hotta,Uncommon
sm6-76,Lycanroc,Pokémon,120,Rockruff,2,76,Megumi Mizutani,Rare
pl2-79,Shellos East Sea,Pokémon,60,,1,79,Tomokazu Komiya,Common
ex15-70,Vulpix δ,Pokémon,50,,1,70,Sachiko Adachi,Common
sm7-82,Palossand-GX,Pokémon,210,Sandygast,4,82,5ban Graphics,Rare Holo GX
ecard1-74,Croconaw,Pokémon,80,Totodile,1,74,Kagemaru Himeno,Uncommon
ex5-74,Spheal,Pokémon,40,,1,74,Atsuko Nishida,Common
ex9-81,PokéNav,Trainer,,,,81,Katsura Tabata,Uncommon
swsh1-82,Galarian Rapidash,Pokémon,100,Galarian Ponyta,1,82,You Iribi,Rare
swsh4-78,Xerneas,Pokémon,130,,2,78,Kagemaru Himeno,Rare Holo
sm2-78,Murkrow,Pokémon,70,,1,78,Sekio,Common
xy11-84,Deino,Pokémon,60,,2,84,Suwama Chiaki,Common
pl3-77,Raichu,Pokémon,90,Pikachu,,77,Takao Unno,Uncommon
gym1-85,Misty's Goldeen,Pokémon,40,,1,85,Atsuko Nishida,Common
ex13-82,Surskit,Pokémon,40,,1,82,Atsuko Nishida,Common
dp2-75,Buizel,Pokémon,60,,1,75,Kenkichi Toyama,Common
sm4-73,Xerneas,Pokémon,130,,2,73,sui,Rare Holo
gym2-86,Lt. Surge's Voltorb,Pokémon,50,,1,86,Atsuko Nishida,Common
xy4-75,Goomy,Pokémon,50,,2,75,Sanosuke Sakuma,Common
sm1-79,Alolan Persian,Pokémon,90,Alolan Meowth,1,79,kirisAki,Uncommon
hgss2-83,Super Scoop Up,Trainer,,,,83,Wataru Kawahara,Uncommon
sm3-79,Passimian,Pokémon,110,,1,79,Kouki Saitou,Rare
dp2-76,Chansey,Pokémon,100,,2,76,Atsuko Nishida,Common
swsh4-79,Diancie,Pokémon,90,,1,79,Sanosuke Sakuma,Rare Holo
sm35-72,Mewtwo-GX,Pokémon,190,,2,72,5ban Graphics,Rare Ultra
dp1-84,Goldeen,Pokémon,60,,1,84,Atsuko Nishida,Common
xy8-78,Marowak,Pokémon,100,Cubone,2,78,match,Rare
sm12-83,Duskull,Pokémon,40,,1,83,ryoma uratsuka,Common
bw5-76,Klang,Pokémon,80,Klink,3,76,Shin Nagasawa,Uncommon
dp5-81,Energy Restore,Trainer,,,,81,Hideyuki Nakajima,Uncommon
smp-SM75,Registeel,Pokémon,130,,3,SM75,Mitsuhiro Arita,Promo
xy12-77,Energy Retrieval,Trainer,,,,77,Keiji Kinebuchi,Uncommon
ex7-80,Voltorb,Pokémon,40,,1,80,Sachiko Adachi,Common
base5-79,Sleep!,Trainer,,,,79,Sumiyoshi Kizuki,Common
pl4-83,Bench Shield,Trainer,,,,83,Wataru Kawahara,Uncommon
neo1-75,Spinarak,Pokémon,40,,1,75,Ken Sugimori,Common
bw4-86,Cilan,Trainer,,,,86,Yusuke Ohmura,Uncommon
bw8-80,Gurdurr,Pokémon,90,Timburr,3,80,Masakazu Fukuda,Uncommon
xy7-83,Flash Energy,Energy,,,,83,5ban Graphics,Uncommon
xy2-92,Pal Pad,Trainer,,,,92,PLANETA,Uncommon
hgss4-79,Swinub,Pokémon,60,,2,79,Kagemaru Himeno,Common
xy3-69,Clefairy,Pokémon,60,,1,69,Naoyo Kimura,Common
dp7-74,Snover,Pokémon,50,,1,74,Kagemaru Himeno,Common
ex16-74,Energy Removal 2,Trainer,,,,74,Keiji Kinebuchi,Uncommon
pl1-82,Mareep,Pokémon,60,,1,82,Yuka Morii,Common
bw2-75,Klang,Pokémon,80,Klink,1,75,Kouki Saitou,Uncommon
pl4-84,Buffer Piece,Trainer,,,,84,Ryo Ueda,Uncommon
dp7-75,Starly,Pokémon,50,,1,75,Atsuko Nishida,Common
base4-82,Nidoran ♀,Pokémon,60,,1,82,Ken Sugimori,Common
ex9-82,Professor Birch,Trainer,,,,82,Ken Sugimori,Uncommon
xy1-84,Doublade,Pokémon,80,Honedge,2,84,5ban Graphics,Uncommon
hgss1-90,Copycat,Trainer,,,,90,Kanako Eo,Uncommon
pl2-80,Shellos West Sea,Pokémon,70,,2,80,Miki Tanaka,Common
sm11-78,Latios-GX,Pokémon,170,,,78,Yoshinobu Saito,Rare Holo GX
sm11-77,Wynaut,Pokémon,60,,,77,Kagemaru Himeno,Uncommon
sm75-78,Ultra Necrozma-GX,Pokémon,190,,2,78,PLANETA Igarashi,Rare Secret
hgss3-80,Metal Energy,Energy,,,,80,Kent Kanetsuna,Uncommon
base6-76,Gastly,Pokémon,50,,,76,Mitsuhiro Arita,Common
swsh2-77,Xatu,Pokémon,120,Natu,1,77,so-taro,Uncommon
sm9-85,Tyranitar,Pokémon,170,Pupitar,4,85,Hasuno,Rare Holo
bw6-80,Aggron,Pokémon,140,Lairon,4,80,Masakazu Fukuda,Rare Holo
ex4-83,Team Magma Hideout,Trainer,,,,83,Ken Ikuji,Uncommon
dp4-75,Krabby,Pokémon,60,,2,75,Ken Sugimori,Common
ex2-74,Ralts,Pokémon,50,,1,74,Hajime Kusajima,Common
bw3-76,Bisharp,Pokémon,90,Pawniard,1,76,Kouki Saitou,Uncommon
xy10-78,Lugia,Pokémon,120,,2,78,TOKIYA,Rare
sm35-71,Entei-GX,Pokémon,180,,2,71,5ban Graphics,Rare Ultra
sm10-72,Hypno,Pokémon,110,Drowzee,2,72,sui,Rare
ex1-71,Skitty,Pokémon,50,,1,71,Atsuko Nishida,Common
bw9-82,Dragonair,Pokémon,70,Dratini,1,82,TOKIYA,Uncommon
ex10-81,Energy Recycle System,Trainer,,,,81,Zu-Ka,Uncommon
g1-69,Pokémon Fan Club,Trainer,,,,69,Yusuke Ohmura,Uncommon
ex16-75,Energy Switch,Trainer,,,,75,Ken Ikuji,Uncommon
ex1-72,Taillow,Pokémon,40,,1,72,Kagemaru Himeno,Common
xy11-85,Zweilous,Pokémon,90,Deino,3,85,Ken Sugimori,Uncommon
ex14-79,Holon Circle,Trainer,,,,79,Ryo Ueda,Uncommon
swsh1-83,Gastly,Pokémon,60,,1,83,Taira Akitsu,Common
ecard3-49,Delibird,Pokémon,50,,1,49,Sumiyoshi Kizuki,Common
ex11-81,Ralts,Pokémon,50,,1,81,Kenkichi Toyama,Common
xy6-79,Tranquill,Pokémon,80,Pidove,1,79,sui,Uncommon
bw1-80,Lillipup,Pokémon,50,,1,80,Masakazu Fukuda,Common
bw11-86,Meloetta,Pokémon,90,,1,86,Mizue,Rare
sm6-77,Buzzwole,Pokémon,130,,2,77,Masakazu Fukuda,Rare
xy7-84,Sceptile-EX,Pokémon,170,,1,84,Ryo Ueda,Rare Ultra
bw10-90,Ultra Ball,Trainer,,,,90,5ban Graphics,Uncommon
sm2-79,Honchkrow,Pokémon,110,Murkrow,1,79,Hideki Ishikawa,Rare
ex7-81,Wooper,Pokémon,50,,1,81,Kouki Saitou,Common
gym1-86,Misty's Horsea,Pokémon,40,,,86,Ken Sugimori,Common
bw9-83,Dragonite,Pokémon,150,Dragonair,3,83,Akira Komayama,Rare Holo
dp6-80,Unown W,Pokémon,90,,3,80,Kazuaki Aihara,Uncommon
ex12-85,Banette ex,Pokémon,90,Shuppet,1,85,Mitsuhiro Arita,Rare Holo EX
xy5-84,Groudon,Pokémon,130,,4,84,Mitsuhiro Arita,Rare
bwp-BW71,Terrakion,Pokémon,130,,4,BW71,5ban Graphics,Promo
dp3-87,Electabuzz,Pokémon,70,,2,87,Masakazu Fukuda,Common
ex8-80,Taillow,Pokémon,40,,1,80,Midori Harada,Common
dp1-83,Glameow,Pokémon,50,,1,83,Ken Sugimori,Common
xy9-73,Shiftry,Pokémon,140,Nuzleaf,1,73,TOKIYA,Rare
xyp-XY74,Reshiram,Pokémon,120,,2,XY74,Mitsuhiro Arita,Promo
sm5-81,Magnemite,Pokémon,60,,1,81,Ken Sugimori,Common
bw7-83,Trapinch,Pokémon,60,,1,83,Kyoko Umemoto,Common
hgss1-89,Bill,Trainer,,,,89,Ken Sugimori,Uncommon
neo2-74,Ruin Wall,Trainer,,,,74,"""Big Mama"" Tagawa, CR CG gangs",Uncommon
col1-82,Professor Elm's Training Method,Trainer,,,,82,Ken Sugimori,Uncommon
dp5-80,Dusk Ball,Trainer,,,,80,Ryo Ueda,Uncommon
bw2-74,Klink,Pokémon,60,,1,74,Kouki Saitou,Common
swsh3-77,Golurk,Pokémon,150,Golett,4,77,Anesaki Dynamic,Rare
ex10-82,Energy Removal 2,Trainer,,,,82,Keiji Kinebuchi,Uncommon
dp6-81,Unown Y,Pokémon,50,,1,81,Kazuaki Aihara,Uncommon
sm8-79,Raikou,Pokémon,120,,2,79,Kagemaru Himeno,Rare
bwp-BW72,Cobalion,Pokémon,120,,3,BW72,5ban Graphics,Promo
ex5-75,Staryu,Pokémon,50,,1,75,Aya Kusube,Common
neo1-76,Stantler,Pokémon,60,,2,76,Ken Sugimori,Common
xy5-85,Groudon-EX,Pokémon,180,,4,85,Ryota Murayama,Rare Holo EX
ex12-86,Dustox ex,Pokémon,140,Cascoon,1,86,Mitsuhiro Arita,Rare Holo EX
smp-SM76,Pikachu,Pokémon,70,,1,SM76,match,Promo
ex2-75,Sandshrew,Pokémon,50,,1,75,Kouki Saitou,Common
sm7-83,Minior,Pokémon,90,,2,83,sui,Uncommon
ecard2-57,Scyther,Pokémon,60,,1,57,Hisao Nakamura,Uncommon
xy3-70,Clefairy,Pokémon,60,,1,70,match,Common
hgss3-81,Espeon,Pokémon,100,Eevee,1,81,Hideaki Hakozaki,Rare Prime
xyp-XY75,Palkia,Pokémon,120,,3,XY75,Naoki Saito,Promo
base1-84,PlusPower,Trainer,,,,84,Keiji Kinebuchi,Uncommon
sm5-82,Magneton,Pokémon,90,Magnemite,2,82,kirisAki,Uncommon
sm10-73,Koffing,Pokémon,70,,2,73,Mizue,Common
xy4-76,Sliggoo,Pokémon,80,Goomy,3,76,5ban Graphics,Uncommon
ex3-83,Buffer Piece,Trainer,,,,83,Katsura Tabata,Uncommon
ex16-76,Glacia's Stadium,Trainer,,,,76,Ryo Ueda,Uncommon
ex12-87,Flygon ex,Pokémon,150,Vibrava,2,87,Ryo Ueda,Rare Holo EX
dp1-85,Hoothoot,Pokémon,50,,1,85,Midori Harada,Common
xy11-86,Hydreigon,Pokémon,150,Zweilous,3,86,Hideki Ishikawa,Rare Holo
xyp-XY76,Zekrom,Pokémon,120,,2,XY76,Naoki Saito,Promo
bw7-85,Crustle,Pokémon,100,Dwebble,3,85,Mitsuhiro Arita,Rare Holo
ex3-84,Energy Recycle System,Trainer,,,,84,Zu-Ka,Uncommon
ex5-76,Surskit,Pokémon,50,,1,76,Toshinao Aoki,Common
sma-SV77,Altaria-GX,Pokémon,200,Swablu,1,SV77,5ban Graphics,Rare Shiny GX
bw10-91,Plasma Energy,Energy,,,,91,5ban Graphics,Uncommon
bw1-81,Lillipup,Pokémon,60,,1,81,sui,Common
xy4-77,Goodra,Pokémon,140,Sliggoo,3,77,5ban Graphics,Rare Holo
